seq_id	sample	species	gene	geneLength
ODOLMAEB_00144	EF065507	BAT	Non-structural protein ORF4b	701
EBIIEENH_00586	BetaCoV/Ploen/ChVir2000/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00586	1259
EBIIEENH_01223	BetaCoV/Germany/ChVir3192/2020	CHAIRITE	s2m	42
ODOLMAEB_01586	NC_009657	BAT	hypothetical protein	230
EBIIEENH_00267	BetaCoV/Berlin/ChVir1670/2020	CHAIRITE	Corona_FSE	81
ODOLMAEB_01191	MF370205	BAT	Replicase polyprotein 1ab	7838
EBIIEENH_01112	BetaCoV/Berlin/2011777/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_01112	3821
EBIIEENH_01183	BetaCoV/Germany/ChVir3184/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01183	155
EBIIEENH_00346	BetaCoV/Berlin/ChVir1897/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00346	7787
EBIIEENH_00634	BetaCoV/Berlin/ChVir2192-200401/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00634	185
EBIIEENH_00081	BetaCoV/Munich/BavPat8-ChVir1356/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00081	7787
NMICGJMG_00331	hCoV-19/Wuhan/WIV05/2019	WUHAN	hypothetical protein	131
ODOLMAEB_01280	MG916902	BAT	Corona_FSE	78
ODOLMAEB_02221	MF094685	BAT	Corona_FSE	78
EBIIEENH_01318	BetaCoV/Germany/ChVir3203/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01318	365
EBIIEENH_01111	BetaCoV/Berlin/2011777/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01111	7787
EBIIEENH_00806	BetaCoV/Berlin/MD572007101/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00806	365
ODOLMAEB_01796	MH687957	BAT	Replicase polyprotein 1a	12386
ODOLMAEB_01452	MK720944	BAT	Nucleoprotein	1271
ODOLMAEB_01130	KY770859	BAT	s2m	42
ODOLMAEB_01727	MH687948	BAT	Corona_pk3	62
CGIJCJNJ_00083	MT072865.1	PANGOLIN	hypothetical protein	116
EBIIEENH_00584	BetaCoV/Ploen/ChVir2000/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00584	131
EBIIEENH_00765	BetaCoV/Berlin/MD572007095a/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00765	365
EBIIEENH_00944	BetaCoV/Germany/ChVir2114/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00944	827
ODOLMAEB_00783	KJ473822	BAT	Replicase polyprotein 1a	13328
ODOLMAEB_00086	DQ648794	BAT	hypothetical protein	683
ODOLMAEB_01712	MH687946	BAT	Nucleoprotein	1184
ODOLMAEB_01276	MG916901	BAT	hypothetical protein	365
NMICGJMG_00053	GWHACAT01000001	WUHAN	Replicase polyprotein 1a	13217
EBIIEENH_00471	BetaCoV/Berlin/ChVir1964/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00471	1259
ODOLMAEB_00243	EF065516	BAT	Replicase polyprotein 1ab	7766
ODOLMAEB_01469	MK720946	BAT	Corona_FSE	78
NMICGJMG_00089	GWHACAV01000001	WUHAN	Nucleoprotein	1259
EBIIEENH_00373	BetaCov/Koblenz/ChVir1906/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00373	3821
NMICGJMG_00297	hCoV-19/Wuhan/IPBCAMS-WH-01/2019	WUHAN	Replicase polyprotein 1a	13217
EBIIEENH_01136	BetaCoV/Germany/2012320/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_01136	3821
CGIJCJNJ_00043	MT040336	PANGOLIN	Spike glycoprotein	3803
EBIIEENH_00732	BetaCoV/Germany/MD572007081/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00732	13217
ODOLMAEB_00947	KY417142	BAT	Spike glycoprotein	3725
EBIIEENH_01304	BetaCoV/Germany/ChVir3202/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01304	365
EBIIEENH_00689	BetaCoV/Berlin/MD572007047a/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00689	365
EBIIEENH_01115	BetaCoV/Berlin/2011777/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01115	185
EBIIEENH_01238	BetaCoV/Germany/ChVir3194/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_01238	3821
EBIIEENH_00630	BetaCoV/Berlin/ChVir2192-200401/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00630	7787
ODOLMAEB_01018	KY417147	BAT	Protein 7a	368
ODOLMAEB_00547	JQ989267	BAT	Replicase polyprotein 1ab	7832
ODOLMAEB_00405	GQ153544	BAT	Spike glycoprotein	3728
EBIIEENH_00011	BetaCoV/Munich/BavPat2-ChVir984-ChVir1017/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00011	1259
ODOLMAEB_01988	MK211375	BAT	Membrane protein	665
NMICGJMG_00356	hCoV-19/Wuhan/WIV07/2019	WUHAN	Protein 7a	365
NMICGJMG_00092	GWHACAW01000001	WUHAN	Replicase polyprotein 1a	13217
ODOLMAEB_00721	KJ473796	BAT	Replicase polyprotein 1ab	7826
ODOLMAEB_01886	MH687966	BAT	hypothetical protein	230
ODOLMAEB_00435	GQ153546	BAT	hypothetical protein	191
NMICGJMG_00370	hCoV-19/Wuhan/HBCDC-HB-01/2019	WUHAN	hypothetical protein	131
ODOLMAEB_00426	GQ153545	BAT	Nucleoprotein	1265
ODOLMAEB_01636	MH687938	BAT	hypothetical protein	494
EBIIEENH_01382	BetaCoV/Germany/ChVir3218/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01382	1259
EBIIEENH_00776	BetaCoV/Berlin/MD572007095/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00776	668
ODOLMAEB_01715	MH687947	BAT	Replicase polyprotein 1a	12320
ODOLMAEB_02144	KJ473811	BAT	hypothetical protein	191
ODOLMAEB_01517	MN611519	BAT	Nucleoprotein	1271
EBIIEENH_00454	BetaCoV/Berlin/ChVir1963/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00454	668
EBIIEENH_01052	BetaCoV/Kiel/ChVir3038/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01052	131
ODOLMAEB_00081	DQ648794	BAT	Replicase polyprotein 1ab	7865
NMICGJMG_00342	hCoV-19/Wuhan/WIV06/2019	WUHAN	hypothetical protein	185
ODOLMAEB_00349	GQ153539	BAT	Nucleoprotein	1265
ODOLMAEB_02171	KJ473815	BAT	hypothetical protein	134
ODOLMAEB_00987	KY417145	BAT	Spike glycoprotein	3704
ODOLMAEB_02027	MK211378	BAT	Envelope small membrane protein	230
ODOLMAEB_00122	EF065505	BAT	Non-structural protein ORF4b	701
ODOLMAEB_00465	GQ153548	BAT	Nucleoprotein	1265
ODOLMAEB_01468	MK720946	BAT	Replicase polyprotein 1a	12146
ODOLMAEB_01633	MH687938	BAT	hypothetical protein	230
ODOLMAEB_00751	KJ473799	BAT	Corona_FSE	78
ODOLMAEB_00328	FJ588686	BAT	Spike glycoprotein	3725
NMICGJMG_00299	hCoV-19/Wuhan/IPBCAMS-WH-01/2019	WUHAN	Replicase polyprotein 1ab	7787
NMICGJMG_00216	GWHACDG01000001	WUHAN	Nucleoprotein	1259
ODOLMAEB_01096	KY770850	BAT	Nucleoprotein	1301
ODOLMAEB_00431	GQ153546	BAT	Spike glycoprotein	3728
ODOLMAEB_02309	KT253269	BAT	hypothetical protein	296
ODOLMAEB_00225	EF065514	BAT	Membrane protein	665
EBIIEENH_00049	BetaCoV/Munich/BavPat6-ChVir1247/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00049	365
ODOLMAEB_01462	MK720945	BAT	Membrane protein	686
EBIIEENH_00123	BetaCoV/Munich/BavPat10-ChVir1482/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00123	131
ODOLMAEB_00051	DQ084200	BAT	Nucleoprotein	1265
ODOLMAEB_00957	KY417143	BAT	Replicase polyprotein 1a	13148
EBIIEENH_00111	BetaCoV/Munich/BavPat11-ChVir1459/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00111	131
ODOLMAEB_01875	MH687965	BAT	Spike glycoprotein	4094
EBIIEENH_00422	BetaCoV/Berlin/ChVir1959/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00422	13217
ODOLMAEB_01397	MH697599	BAT	hypothetical protein	3392
ODOLMAEB_01198	MF370205	BAT	Corona_pk3	62
ODOLMAEB_02353	KF569996	BAT	hypothetical protein	365
NMICGJMG_00489	hCoV-19/Wuhan/HBCDC-HB-03/2019	WUHAN	Replicase polyprotein 1ab	7787
ODOLMAEB_01592	MH687934	BAT	Corona_FSE	78
ODOLMAEB_01706	MH687946	BAT	Corona_FSE	78
ODOLMAEB_00566	JQ989268	BAT	Corona_pk3	62
ODOLMAEB_01691	MH687944	BAT	hypothetical protein	674
ODOLMAEB_00662	KC881005	BAT	s2m	42
ODOLMAEB_01361	MH002341	BAT	Spike glycoprotein	3905
ODOLMAEB_01546	MN611522	BAT	hypothetical protein	299
EBIIEENH_00951	BetaCoV/Germany/ChVir2114/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00951	155
ODOLMAEB_00108	DQ648857	BAT	Envelope small membrane protein	230
EBIIEENH_00583	BetaCoV/Ploen/ChVir2000/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00583	365
EBIIEENH_01362	BetaCoV/Germany/ChVir3215/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_01362	3821
EBIIEENH_01202	BetaCoV/Germany/ChVir3187/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_01202	827
ODOLMAEB_01232	MG742313	BAT	Corona_pk3	62
ODOLMAEB_00776	KJ473820	BAT	Non-structural protein ORF4a	359
ODOLMAEB_00764	KJ473800	BAT	Spike glycoprotein	4136
EBIIEENH_00522	BetaCoV/Berlin/ChVir1970/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00522	1259
EBIIEENH_01010	BetaCoV/Germany/ChVir2125/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_01010	668
NMICGJMG_00458	hCoV-19/env/Wuhan/IVDC-HBF13-21/2020	WUHAN	Membrane protein	668
EBIIEENH_00981	BetaCoV/Germany/ChVir2119/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00981	7787
ODOLMAEB_01364	MH002341	BAT	Non-structural protein ORF4b	659
EBIIEENH_00359	BetaCoV/Berlin/ChVir1900/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00359	2015
NMICGJMG_00127	GWHACAY01000001	WUHAN	hypothetical protein	365
ODOLMAEB_01574	MN611525	BAT	hypothetical protein	224
ODOLMAEB_01529	MN611520	BAT	Corona_pk3	59
ODOLMAEB_01698	MH687945	BAT	Replicase polyprotein 1ab	7829
EBIIEENH_00304	BetaCoV/Germany/ChVir1685/2020	CHAIRITE	s2m	42
EBIIEENH_00099	BetaCoV/Munich/BavPat9-ChVir1433/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00099	131
EBIIEENH_01038	BetaCoV/Germany/ChVir3003/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01038	365
ODOLMAEB_00689	KF367457	BAT	s2m	42
EBIIEENH_01043	BetaCoV/Germany/ChVir3003/2020	CHAIRITE	s2m	42
ODOLMAEB_01827	MH687960	BAT	Spike glycoprotein	4094
NMICGJMG_00070	GWHACAU01000001	WUHAN	Protein 3a	827
ODOLMAEB_00019	DQ071615	BAT	Envelope small membrane protein	230
CGIJCJNJ_00033	MT040335	PANGOLIN	hypothetical protein	185
EBIIEENH_00426	BetaCoV/Berlin/ChVir1959/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00426	827
ODOLMAEB_00939	KY073748	BAT	Spike glycoprotein	4094
ODOLMAEB_01304	MG916904	BAT	Replicase polyprotein 1ab	7880
NMICGJMG_00253	GWHACDJ01000001	WUHAN	hypothetical protein	131
ODOLMAEB_02200	MF094687	BAT	Replicase polyprotein 1ab	7838
ODOLMAEB_00688	KF367457	BAT	Nucleoprotein	1268
ODOLMAEB_01990	MK211375	BAT	Protein 7a	368
ODOLMAEB_00646	JX993988	BAT	hypothetical protein	191
ODOLMAEB_02048	MK211369	BAT	Replicase polyprotein 1a	12386
CGIJCJNJ_00010	MT040333	PANGOLIN	hypothetical protein	365
ODOLMAEB_02152	KJ473813	BAT	Spike glycoprotein	3719
ODOLMAEB_00516	HM211100	BAT	hypothetical protein	230
EBIIEENH_00986	BetaCoV/Germany/ChVir2119/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00986	365
EBIIEENH_00508	BetaCoV/Ettlingen/ChVir1969/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00508	131
ODOLMAEB_01942	KJ473807	BAT	Membrane protein	683
NMICGJMG_00377	hCoV-19/Wuhan/IPBCAMS-WH-05/2020	WUHAN	Replicase polyprotein 1ab	7787
ODOLMAEB_01951	KJ473808	BAT	hypothetical protein	227
ODOLMAEB_00732	KJ473797	BAT	hypothetical protein	668
EBIIEENH_00939	BetaCoV/Germany/ChVir2111/2020	CHAIRITE	s2m	42
ODOLMAEB_00064	DQ412042	BAT	Nucleoprotein	1265
EBIIEENH_00008	BetaCoV/Munich/BavPat2-ChVir984-ChVir1017/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00008	365
ODOLMAEB_01754	MH687951	BAT	Nucleoprotein	1184
EBIIEENH_00238	BetaCoV/Rhein-Kreis-Neuss/ChVir1671/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00238	155
ODOLMAEB_00768	KJ473800	BAT	Nucleoprotein	1268
CGIJCJNJ_00013	MT040334	PANGOLIN	Replicase polyprotein 1a	13193
ODOLMAEB_02098	KJ473821	BAT	Corona_pk3	60
EBIIEENH_00466	BetaCoV/Berlin/ChVir1964/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00466	668
EBIIEENH_01367	BetaCoV/Germany/ChVir3215/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01367	131
ODOLMAEB_00163	EF065509	BAT	Spike glycoprotein	3983
ODOLMAEB_01604	MH687935	BAT	Spike glycoprotein	4115
EBIIEENH_01379	BetaCoV/Germany/ChVir3218/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01379	365
ODOLMAEB_01201	MG596802	BAT	Replicase polyprotein 1ab	7871
EBIIEENH_01141	BetaCoV/Germany/2012320/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01141	131
ODOLMAEB_02267	MG693172	BAT	Membrane protein	665
ODOLMAEB_00712	KJ473795	BAT	Replicase polyprotein 1ab	7826
EBIIEENH_00098	BetaCoV/Munich/BavPat9-ChVir1433/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00098	365
EBIIEENH_00067	BetaCoV/Munich/BavPat7-ChVir1289/2020	CHAIRITE	Corona_FSE	81
EBIIEENH_00015	BetaCoV/Munich/BavPat4-ChVir1019/2020	CHAIRITE	Corona_FSE	81
ODOLMAEB_00091	DQ648856	BAT	Corona_FSE	81
ODOLMAEB_00769	KJ473800	BAT	hypothetical protein	449
ODOLMAEB_01459	MK720945	BAT	hypothetical protein	668
EBIIEENH_00683	BetaCoV/Berlin/MD572007047a/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00683	3821
EBIIEENH_01191	BetaCoV/Germany/CSpecVir3185/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01191	185
ODOLMAEB_02166	KJ473815	BAT	Protein 3a	824
EBIIEENH_00615	BetaCoV/Berlin/ChVir2192-MD572006634/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00615	13217
ODOLMAEB_02115	KT444582	BAT	Envelope small membrane protein	230
ODOLMAEB_00744	KJ473798	BAT	hypothetical protein	224
ODOLMAEB_02284	KT253272	BAT	Replicase polyprotein 1ab	7856
ODOLMAEB_00015	DQ071615	BAT	Corona_FSE	81
NMICGJMG_00149	GWHACBA01000001	WUHAN	Protein 7a	365
EBIIEENH_00718	BetaCoV/Berlin/MD572007356a/2020	CHAIRITE	s2m	42
EBIIEENH_01459	BetaCoV/Berlin/572007102/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_01459	13217
EBIIEENH_00322	BetaCov/Berlin/ChVir1715/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00322	827
ODOLMAEB_02093	KJ473821	BAT	Non-structural protein ORF4b	749
ODOLMAEB_01116	KY770858	BAT	hypothetical protein	134
EBIIEENH_00303	BetaCoV/Germany/ChVir1685/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00303	155
EBIIEENH_00828	BetaCoV/Bremerhaven/ChVir2027/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00828	668
EBIIEENH_00167	BetaCoV/Karlsruhe/ChVir1600/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00167	3821
EBIIEENH_01128	BetaCoV/Bad-Duerkheim-Kreis/2013281/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01128	365
ODOLMAEB_00276	EF203066	BAT	Corona_FSE	78
EBIIEENH_01298	BetaCoV/Germany/ChVir3202/2020	CHAIRITE	Corona_FSE	81
NMICGJMG_00464	hCoV-19/env/Wuhan/IVDC-HBF13-21/2020	WUHAN	hypothetical protein	155
NMICGJMG_00015	2019-nCoV_WH04	WUHAN	Corona_FSE	81
ODOLMAEB_02265	MG693172	BAT	hypothetical protein	716
ODOLMAEB_00536	JQ989266	BAT	Replicase polyprotein 1ab	7832
EBIIEENH_01266	BetaCoV/Germany/ChVir3199/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01266	131
ODOLMAEB_01782	MH687955	BAT	hypothetical protein	230
ODOLMAEB_01253	MG772933	BAT	Nucleoprotein	1259
ODOLMAEB_00807	KP886809	BAT	Corona_FSE	81
ODOLMAEB_02286	KT253272	BAT	hypothetical protein	683
ODOLMAEB_02165	KJ473815	BAT	Spike glycoprotein	3728
ODOLMAEB_00087	DQ648794	BAT	Envelope small membrane protein	248
EBIIEENH_00803	BetaCoV/Berlin/MD572007101/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00803	185
ODOLMAEB_00212	EF065513	BAT	hypothetical protein	662
NMICGJMG_00182	GWHACDE01000001	WUHAN	Corona_FSE	81
EBIIEENH_01353	BetaCoV/Germany/ChVir3214/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01353	365
NMICGJMG_00340	hCoV-19/Wuhan/WIV06/2019	WUHAN	Protein 3a	827
ODOLMAEB_01256	MG772934	BAT	Corona_FSE	81
NMICGJMG_00319	hCoV-19/Wuhan/WIV02/2019	WUHAN	hypothetical protein	365
CGIJCJNJ_00030	MT040335	PANGOLIN	Protein 3a	827
EBIIEENH_01439	BetaCoV/Berlin/MD572014109/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01439	185
ODOLMAEB_00544	JQ989267	BAT	Coronavirus_5p_sl_1_2	70
ODOLMAEB_00667	KC881006	BAT	Protein 3a	824
NMICGJMG_00075	GWHACAU01000001	WUHAN	hypothetical protein	365
ODOLMAEB_00664	KC881006	BAT	Corona_FSE	81
ODOLMAEB_01042	KY417149	BAT	Membrane protein	665
ODOLMAEB_02363	KY352407	BAT	Protein 7a	359
ODOLMAEB_01436	MK492263	BAT	Replicase polyprotein 1ab	7718
EBIIEENH_00061	BetaCoV/Munich/BavPat5-ChVir1248/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00061	131
ODOLMAEB_00559	JQ989268	BAT	Spike glycoprotein	4055
EBIIEENH_00300	BetaCoV/Germany/ChVir1685/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00300	131
ODOLMAEB_00402	GQ153544	BAT	Replicase polyprotein 1a	13121
EBIIEENH_00863	BetaCoV/Rastede/ChVir2099/2020	CHAIRITE	Corona_FSE	81
ODOLMAEB_01376	MH002342	BAT	Non-structural protein ORF4b	659
ODOLMAEB_00041	DQ084200	BAT	Corona_FSE	81
NMICGJMG_00426	hCoV-19/Wuhan/IPBCAMS-WH-02/2019	WUHAN	s2m	42
NMICGJMG_00374	hCoV-19/Wuhan/HBCDC-HB-01/2019	WUHAN	s2m	42
NMICGJMG_00061	GWHACAT01000001	WUHAN	hypothetical protein	131
CGIJCJNJ_00068	MT072865.1	PANGOLIN	Replicase polyprotein 1a	701
NMICGJMG_00565	hCoV-19/Wuhan/HBCDC-HB-05/2020	WUHAN	s2m	42
EBIIEENH_00564	BetaCoV/Germany/ChVir1994/2020	CHAIRITE	Corona_FSE	81
ODOLMAEB_01625	MH687937	BAT	Nucleoprotein	1184
ODOLMAEB_02090	KJ473821	BAT	Replicase polyprotein 1ab	7871
EBIIEENH_01044	BetaCoV/Kiel/ChVir3038/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_01044	1634
EBIIEENH_00413	BetaCoV/Rhein-Neckar-Kreis/ChVir1946/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00413	827
EBIIEENH_01042	BetaCoV/Germany/ChVir3003/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01042	155
EBIIEENH_00087	BetaCoV/Munich/BavPat8-ChVir1356/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00087	131
ODOLMAEB_02290	KT253272	BAT	Corona_pk3	62
EBIIEENH_00656	BetaCoV/Berlin/MD572006901a/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00656	7787
ODOLMAEB_01978	MK211373	BAT	Nucleoprotein	1211
ODOLMAEB_02326	KC869678	BAT	Non-structural protein ORF4b	776
ODOLMAEB_01184	MF167434	BAT	Membrane protein	689
ODOLMAEB_01150	KY799179	BAT	Membrane protein	680
ODOLMAEB_00817	KP886809	BAT	Nucleoprotein	1265
EBIIEENH_00621	BetaCoV/Berlin/ChVir2192-MD572006634/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00621	185
NMICGJMG_00085	GWHACAV01000001	WUHAN	hypothetical protein	185
EBIIEENH_00510	BetaCoV/Ettlingen/ChVir1969/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00510	1259
ODOLMAEB_00193	EF065511	BAT	Membrane protein	353
ODOLMAEB_02170	KJ473815	BAT	Protein 7a	368
NMICGJMG_00262	hCoV-19/Wuhan/IVDC-HB-01/2019	WUHAN	Protein 3a	827
ODOLMAEB_00875	KX442564	BAT	Nucleoprotein	1298
NMICGJMG_00554	hCoV-19/Wuhan/HBCDC-HB-05/2020	WUHAN	Replicase polyprotein 1a	13217
NMICGJMG_00238	GWHACDI01000001	WUHAN	hypothetical protein	185
CGIJCJNJ_00086	MT084071.1	PANGOLIN	Replicase polyprotein 1a	2174
ODOLMAEB_01751	MH687951	BAT	hypothetical protein	674
NMICGJMG_00071	GWHACAU01000001	WUHAN	Membrane protein	668
NMICGJMG_00401	hCoV-19/Wuhan/IPBCAMS-WH-03/2019	WUHAN	Replicase polyprotein 1a	13217
ODOLMAEB_02319	KT253271	BAT	hypothetical protein	209
ODOLMAEB_02283	KT253272	BAT	Corona_FSE	78
ODOLMAEB_02237	MF094686	BAT	Membrane protein	689
ODOLMAEB_00239	EF065515	BAT	hypothetical protein	446
NMICGJMG_00408	hCoV-19/Wuhan/IPBCAMS-WH-03/2019	WUHAN	Protein 7a	365
ODOLMAEB_00880	KX442565	BAT	Spike glycoprotein	4040
EBIIEENH_00289	BetaCoV/Rheinisch-Bergischer-Kreis/ChVir1683/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00289	1259
ODOLMAEB_00665	KC881006	BAT	Replicase polyprotein 1ab	7886
EBIIEENH_00909	BetaCoV/Germany/ChVir2105/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00909	131
ODOLMAEB_02178	KJ473814	BAT	Protein 3a	824
ODOLMAEB_01821	MH687959	BAT	Nucleoprotein	1184
NMICGJMG_00430	hCoV-19/Wuhan/WHU01/2020	WUHAN	Spike glycoprotein	3821
EBIIEENH_00645	BetaCoV/Germany/MD572006691/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00645	827
EBIIEENH_00840	BetaCoV/Bremerhaven/ChVir2097/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00840	827
EBIIEENH_01337	BetaCoV/Germany/ChVir3211/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01337	506
ODOLMAEB_02335	KF294457	BAT	Spike glycoprotein	3728
ODOLMAEB_00035	DQ084199	BAT	Protein 7a	368
ODOLMAEB_00298	EU420137	BAT	Corona_FSE	78
EBIIEENH_00613	BetaCoV/Berlin/MD572006634/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00613	155
ODOLMAEB_00829	KU182964	BAT	Nucleoprotein	1262
NMICGJMG_00324	hCoV-19/Wuhan/WIV05/2019	WUHAN	Corona_FSE	81
ODOLMAEB_00604	JQ989272	BAT	Replicase polyprotein 1a	12344
NMICGJMG_00308	hCoV-19/Wuhan/IPBCAMS-WH-01/2019	WUHAN	hypothetical protein	155
ODOLMAEB_02155	KJ473813	BAT	Membrane protein	665
NMICGJMG_00580	hCoV-19/Wuhan/IVDC-HB-GX02/2019	WUHAN	Corona_FSE	81
EBIIEENH_00813	BetaCoV/Rotenburg/ChVir2026/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00813	3821
NMICGJMG_00422	hCoV-19/Wuhan/IPBCAMS-WH-02/2019	WUHAN	hypothetical protein	131
EBIIEENH_00937	BetaCoV/Germany/ChVir2111/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00937	1259
ODOLMAEB_01045	KY417149	BAT	hypothetical protein	134
EBIIEENH_00115	BetaCoV/Munich/BavPat10-ChVir1482/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00115	13217
