locus_tag	ftype	length_bp	gene	EC_number	COG	product
ODOLMAEB_02265	CDS	717				hypothetical protein
ODOLMAEB_02266	CDS	228				hypothetical protein
ODOLMAEB_02267	CDS	666	M_204			Membrane protein
ODOLMAEB_02268	CDS	1413				hypothetical protein
ODOLMAEB_02269	CDS	552				hypothetical protein
ODOLMAEB_02270	CDS	441				hypothetical protein
ODOLMAEB_02271	CDS	12582	rep_220			Replicase polyprotein 1ab
ODOLMAEB_02272	misc_RNA	85				Corona_FSE
ODOLMAEB_02273	CDS	7695	rep_221			Replicase polyprotein 1ab
ODOLMAEB_02274	CDS	3822	S_191			Spike glycoprotein
ODOLMAEB_02275	CDS	717				hypothetical protein
ODOLMAEB_02276	CDS	228				hypothetical protein
ODOLMAEB_02277	CDS	666	M_205			Membrane protein
ODOLMAEB_02278	CDS	1407				hypothetical protein
ODOLMAEB_02279	CDS	567				hypothetical protein
ODOLMAEB_02280	CDS	432				hypothetical protein
ODOLMAEB_02281	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_02282	CDS	12279	1a_177			Replicase polyprotein 1a
ODOLMAEB_02283	misc_RNA	79				Corona_FSE
ODOLMAEB_02284	CDS	7857	rep_222			Replicase polyprotein 1ab
ODOLMAEB_02285	CDS	4749				hypothetical protein
ODOLMAEB_02286	CDS	684				hypothetical protein
ODOLMAEB_02287	CDS	702	M_206			Membrane protein
ODOLMAEB_02288	CDS	1185	N_192			Nucleoprotein
ODOLMAEB_02289	CDS	297				hypothetical protein
ODOLMAEB_02290	misc_RNA	63				Corona_pk3
ODOLMAEB_02291	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_02292	CDS	12288	1a_178			Replicase polyprotein 1a
ODOLMAEB_02293	misc_RNA	79				Corona_FSE
ODOLMAEB_02294	CDS	7854	rep_223			Replicase polyprotein 1ab
ODOLMAEB_02295	CDS	4086	S_192			Spike glycoprotein
ODOLMAEB_02296	CDS	681				hypothetical protein
ODOLMAEB_02297	CDS	681	M_207			Membrane protein
ODOLMAEB_02298	CDS	1188	N_193			Nucleoprotein
ODOLMAEB_02299	CDS	297				hypothetical protein
ODOLMAEB_02300	misc_RNA	63				Corona_pk3
ODOLMAEB_02301	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_02302	CDS	12288	1a_179			Replicase polyprotein 1a
ODOLMAEB_02303	misc_RNA	79				Corona_FSE
ODOLMAEB_02304	CDS	7854	rep_224			Replicase polyprotein 1ab
ODOLMAEB_02305	CDS	4092	S_193			Spike glycoprotein
ODOLMAEB_02306	CDS	681				hypothetical protein
ODOLMAEB_02307	CDS	681	M_208			Membrane protein
ODOLMAEB_02308	CDS	1188	N_194			Nucleoprotein
ODOLMAEB_02309	CDS	297				hypothetical protein
ODOLMAEB_02310	misc_RNA	63				Corona_pk3
ODOLMAEB_02311	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_02312	CDS	12273	1a_180			Replicase polyprotein 1a
ODOLMAEB_02313	misc_RNA	79				Corona_FSE
ODOLMAEB_02314	CDS	7854	rep_225			Replicase polyprotein 1ab
ODOLMAEB_02315	CDS	4719				hypothetical protein
ODOLMAEB_02316	CDS	681				hypothetical protein
ODOLMAEB_02317	CDS	681	M_209			Membrane protein
ODOLMAEB_02318	CDS	1176	N_195			Nucleoprotein
ODOLMAEB_02319	CDS	210				hypothetical protein
ODOLMAEB_02320	misc_RNA	63				Corona_pk3
ODOLMAEB_02321	CDS	13185	1a_181			Replicase polyprotein 1a
ODOLMAEB_02322	misc_RNA	85				Corona_FSE
ODOLMAEB_02323	CDS	7875	rep_226			Replicase polyprotein 1ab
ODOLMAEB_02324	CDS	4011	S_194			Spike glycoprotein
ODOLMAEB_02325	CDS	312				hypothetical protein
ODOLMAEB_02326	CDS	777	ORF4b_29			Non-structural protein ORF4b
ODOLMAEB_02327	CDS	675				hypothetical protein
ODOLMAEB_02328	CDS	249	E_85			Envelope small membrane protein
ODOLMAEB_02329	CDS	660	M_210			Membrane protein
ODOLMAEB_02330	CDS	1245	N_196			Nucleoprotein
ODOLMAEB_02331	misc_RNA	61				Corona_pk3
ODOLMAEB_02332	CDS	13119	1a_182			Replicase polyprotein 1a
ODOLMAEB_02333	misc_RNA	82				Corona_FSE
ODOLMAEB_02334	CDS	7887	rep_227			Replicase polyprotein 1ab
ODOLMAEB_02335	CDS	3729	S_195			Spike glycoprotein
ODOLMAEB_02336	CDS	720	3a_60			Protein 3a
ODOLMAEB_02337	CDS	231	E_86			Envelope small membrane protein
ODOLMAEB_02338	CDS	666	M_211			Membrane protein
ODOLMAEB_02339	CDS	192				hypothetical protein
ODOLMAEB_02340	CDS	369	7a_59			Protein 7a
ODOLMAEB_02341	CDS	135				hypothetical protein
ODOLMAEB_02342	CDS	1266	N_197			Nucleoprotein
ODOLMAEB_02343	misc_RNA	43				s2m
ODOLMAEB_02344	CDS	13149	1a_183			Replicase polyprotein 1a
ODOLMAEB_02345	misc_RNA	82				Corona_FSE
ODOLMAEB_02346	CDS	7887	rep_228			Replicase polyprotein 1ab
ODOLMAEB_02347	CDS	3780	S_196			Spike glycoprotein
ODOLMAEB_02348	CDS	825	3a_61			Protein 3a
ODOLMAEB_02349	CDS	231	E_87			Envelope small membrane protein
ODOLMAEB_02350	CDS	666	M_212			Membrane protein
ODOLMAEB_02351	CDS	192				hypothetical protein
ODOLMAEB_02352	CDS	369	7a_60			Protein 7a
ODOLMAEB_02353	CDS	366				hypothetical protein
ODOLMAEB_02354	CDS	1269	N_198			Nucleoprotein
ODOLMAEB_02355	misc_RNA	43				s2m
ODOLMAEB_02356	CDS	13080	1a_184			Replicase polyprotein 1a
ODOLMAEB_02357	misc_RNA	82				Corona_FSE
ODOLMAEB_02358	CDS	7746	rep_229			Replicase polyprotein 1ab
ODOLMAEB_02359	CDS	3774	S_197			Spike glycoprotein
ODOLMAEB_02360	CDS	807	3a_62			Protein 3a
ODOLMAEB_02361	CDS	666	M_213			Membrane protein
ODOLMAEB_02362	CDS	192				hypothetical protein
ODOLMAEB_02363	CDS	360	7a_61			Protein 7a
ODOLMAEB_02364	CDS	1260	N_199			Nucleoprotein
ODOLMAEB_02365	misc_RNA	43				s2m
